sample_id	sample_present	seq_lab_id	genome_fraction_20x	enough_coverage	freyja_demix_status	freyja_num_variants	freyja_num_unique_freqs	sample_status
20230418NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230718NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230307NY051024384A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230816NY027026255A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230402NY081026239A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230831NY035026042A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230704NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230314NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY121021504A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230411NY093020516A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY067025461A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230504NY089020818A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230906NY015035742A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230601NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230108NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230320NY001026875A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230328NY087022748A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230315NY015036986A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230913NY079031356A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230720NY071026328A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230615NY029095401A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230507NY085026107A	no_file	NA	NA	NA	NA	NA	NA	no_file
20221228NY123029726A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230820NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY089236586A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230404NY105030074A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230524NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230430NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230511NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230830NY091028240A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230709NY085026107A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230214NY055021610A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230221NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230530NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230809NY059026859A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230302NY071023680A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230412NY103020061A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230718NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230503NY119026689A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230620NY085026174A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230212NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230711NY081026221A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230620NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230412NY059026450A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230417NY043036528A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230814NY091028240A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230619NY013027961A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230104NY075029106A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230330NY055021610A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230911NY027026255A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230419NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230802NY079031356A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230613NY101023906A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230420NY029028436A	no_file	NA	NA	NA	NA	NA	NA	no_file
20221228NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230719NY027026271A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230523NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230509NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230620NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230319NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230514NY081026221A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230706NY083087971A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230323NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230309NY099033308A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230302NY029028410A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY013027570A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230207NY047026166A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230104NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230714NY029028410A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230706NY089020818A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230405NY083087971A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230815NY085026174A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230614NY059026620A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY011021903A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230418NY071024422A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230913NY119100803A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY035026042A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230612NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230725NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY011021903A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230328NY101023906A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230613NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230810NY071026328A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230613NY047026212A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230509NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230726NY111029351A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230509NY087026051A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230808NY093020516A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230810NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230907NY035026042A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230307NY081026239A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230427NY063027979A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230802NY063026336A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230913NY019026018A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230411NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230913NY075029114A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230323NY023027561A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230228NY109020958A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY053021539A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230221NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230606NY085026174A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230208NY071030490A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230328NY071024422A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230319NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230510NY087270598A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230611NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230328NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230509NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230402NY119026701A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230808NY059026778A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230801NY071024422A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230314NY055028339A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230326NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230709NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230709NY081026221A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230824NY093020516A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230727NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230406NY035026042A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230523NY085026107A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230427NY029025950B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230212NY081026221A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230413NY087031895A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230427NY029026395B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY059026620A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230329NY111031208A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY031022187A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230214NY117029475A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230802NY111031208A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230413NY057020290A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230309NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230713NY029022543A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY029027693A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230719NY119026697A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230913NY025029271A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230627NY047026166A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230615NY101023906A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230820NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230328NY121021504A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY081026239A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230718NY081026239A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230201NY045025151A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230419NY085026174A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230611NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230614NY013027570A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230711NY081026115A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230316NY023027561A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230131NY081026115A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230621NY049020125A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230906NY031021733A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230829NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230221NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230402NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230214NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230418NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230207NY087022748A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230108NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230430NY081026221A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230406NY087028851A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230615NY029027693A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY089236586A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230402NY047026212A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230419NY047026212A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230727NY087031895A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230711NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230511NY089020818A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230625NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY093020516A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230611NY081026239A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230913NY083026034A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230906NY065022110A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230809NY103080683A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230413NY029026395C	no_file	NA	NA	NA	NA	NA	NA	no_file
20230315NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230129NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230406NY071023680A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230329NY025029271A	no_file	NA	NA	NA	NA	NA	NA	no_file
20221228NY107029262A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230827NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230103NY029026395B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230504NY029025950B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230525NY029028436A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230228NY047026166A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230815NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230608NY029028410A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230409NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230419NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230308NY119026701A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230411NY089236586A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230416NY085026107A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230824NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230315NY045025151A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230216NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230416NY047026166A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230525NY073028401A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY071027901A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230504NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230606NY073028401A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230307NY071031518A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230307NY047026212A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230718NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230817NY029026395C	no_file	NA	NA	NA	NA	NA	NA	no_file
20230703NY001026867A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230817NY115183695A	no_file	NA	NA	NA	NA	NA	NA	no_file
20221229NY059026999A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230326NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230705NY085026174A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230730NY119026786A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230627NY085026174A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230822NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230824NY065025780B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230509NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230309NY029022543A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230725NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230412NY049020125A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230606NY109020958A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230827NY081026115A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230911NY113029050A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230410NY103104809A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230129NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230312NY047026166A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230518NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230906NY109026638A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230411NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230803NY029028436A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230810NY001025739A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230822NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230510NY123029726A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230330NY029022543A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230124NY081026239A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY033030376A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230418NY053029807A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230504NY071027901A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230522NY059026450A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230404NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230802NY111030082A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230525NY029025950B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230215NY015035742A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230808NY083087971A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY007027669A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230108NY047026212A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230521NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230720NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230817NY029095401A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230817NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20221229NY101025721A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230518NY029026395B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230418NY053021539A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY053029807A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230404NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230323NY029022543A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230423NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230214NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230807NY001025739A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230629NY029026395C	no_file	NA	NA	NA	NA	NA	NA	no_file
20230330NY087028533A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230330NY027025976A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230829NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230904NY063027057A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230606NY053029807A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230110NY053028525A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230828NY001026875A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230716NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230712NY001022225A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230503NY027026255A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230723NY119026719A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230430NY119026701A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230418NY121021504A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230808NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230509NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY093020516A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230906NY089031194A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230608NY029095401A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230301NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230330NY103021750A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230815NY071026328A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230830NY029025950B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230803NY105024520A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230419NY013027961A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230828NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230411NY103079324A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230614NY015036986A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230720NY071031518A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230411NY103065358A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230302NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230507NY055028339A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230525NY037026514A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230508NY023027561A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230816NY111031208A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230731NY027026255A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230620NY053026956A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230720NY087028533A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY001026875A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230412NY109026638A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230613NY089029831A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230611NY081026221A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230312NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230822NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230817NY029022543A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230214NY109026638A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230727NY051032328A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230307NY087022748A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230820NY085026107A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230215NY123029726A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230205NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230312NY081026239A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230711NY093020516A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230622NY089029831A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230416NY067030571A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230111NY059026778A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230413NY007024414B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230416NY067027723A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY083087971A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230330NY029028410A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230103NY029095401A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230110NY093020516A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230809NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY119026701A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230515NY013027961A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230831NY065025780C	no_file	NA	NA	NA	NA	NA	NA	no_file
20230704NY029022543A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230110NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230117NY081026158A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230404NY047026212A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230214NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230328NY047026182A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY087026051A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230305NY061026247A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230405NY019022195A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230206NY001026875A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230530NY081026115A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230308NY049020125A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230131NY047026212A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230912NY065021385A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230302NY029026395C	no_file	NA	NA	NA	NA	NA	NA	no_file
20230302NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230209NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230205NY047027073A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230103NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230725NY071031518A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230209NY007024414C	no_file	NA	NA	NA	NA	NA	NA	no_file
20230404NY001025739A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230810NY059026778A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230508NY001026875A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230606NY005026191A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230716NY119026786A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230405NY079031356A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230817NY001025739A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230810NY059021822A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230402NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230601NY029028410A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230205NY061026131A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230516NY047026166A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230103NY029025950B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230511NY029022136A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230507NY119026697A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230330NY029026395B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY089020818A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230329NY087028533A	no_file	NA	NA	NA	NA	NA	NA	no_file
20221228NY031021733A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230103NY055028339A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230223NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230615NY065025780B	no_file	NA	NA	NA	NA	NA	NA	no_file
20230814NY113029050A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230913NY119026786A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230430NY119026719A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230406NY071026522A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230509NY071031518A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230315NY071030490A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230905NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230511NY071027901A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230221NY081026221A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230215NY027026255A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230523NY085026174A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230411NY111029351A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230815NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230504NY029022543A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230507NY047026204A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230412NY045025151A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230110NY071026310A	no_file	NA	NA	NA	NA	NA	NA	no_file
20230914NY007024414C	no_file	NA	NA	NA	NA	NA	NA	no_file
