sample_id	sample_present	seq_lab_id	genome_fraction_20x	enough_coverage	freyja_demix_status	freyja_num_variants	freyja_num_unique_freqs	sample_status
20230111NY105024520A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230921NY103206644A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230926NY007024414B	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231102NY015035742A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230905NY063027979A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230430NY103020061A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230620NY029095401A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230507NY023027561A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230221NY019026018A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231016NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221031NY019026018A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230516NY001025739A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20220913NY069025968A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231115NY071026522A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230412NY071026522A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230516NY033030376A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230511NY123029726A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231005NY119100803A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20220913NY057020290A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231003NY053028525A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230316NY019022195A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230824NY007024414B	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231204NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230814NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230522NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230902NY045025984B	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20221031NY045025984B	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221030NY119026689A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231011NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230928NY071031518A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230821NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230830NY029028436A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231102NY119026719A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231107NY119026719A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20220914NY107029262A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230221NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230228NY073028401A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231108NY059021822A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230105NY101025721A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231108NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231025NY055028231A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230104NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230605NY059026999A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230108NY059026450A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230706NY071026522A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20220913NY051030635A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231206NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231127NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230828NY029027693A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231005NY119026786A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231005NY119108324A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230427NY065025780B	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231017NY095024201A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231017NY017021423A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230516NY083087971A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231012NY119026719A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230228NY037030546A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20221102NY109026638A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230717NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230427NY093020516A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230914NY071030490A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231107NY069025968A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230921NY069025968A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231012NY069025968A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20221102NY083087971A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231012NY119108324A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231024NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230626NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221031NY043036528A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221030NY067027081A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230912NY101023906A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230105NY101023906A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231005NY119026719A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230410NY001026875C	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20220913NY101025721A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230418NY037030546A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230530NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221031NY113029050A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230706NY001025739A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231003NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20220915NY091028240A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221031NY087031895A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230927NY071026310A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221101NY021022039A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230829NY063027774A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230727NY101025721A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230426NY019026018A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230829NY089031194A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230320NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230914NY101023906A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230420NY073028401A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230516NY087026051A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221101NY101025721A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231031NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230905NY075029114A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231003NY073021873A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230731NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20220915NY111029351A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230829NY029022136A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230516NY057020290A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231010NY053028525A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231002NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231010NY037026514A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230707NY083026034A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221102NY089031194A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230927NY075029114A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231003NY119026689A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20220914NY123029726A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230503NY055028339A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230607NY059026859A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231115NY087028533A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221102NY015035742A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230613NY055028231A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20220915NY099033308A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230228NY037026514A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230918NY063026336A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231019NY063027979A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20221101NY051030635A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231005NY099022365A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231017NY029027693A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230130NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221102NY017021423A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230911NY063027979A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230829NY029028410A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230927NY055028339A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20220914NY109026638A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230711NY103206644A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231024NY019026018A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230914NY029025950B	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230620NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230822NY013106895A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231107NY089031194A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231012NY119026786A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230205NY023027561A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231017NY015035742A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231010NY073021873A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20221101NY117029475A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231115NY105022454A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20220914NY017021423A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230104NY055028339A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231115NY071030490A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230327NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231129NY027149209A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230905NY029026395B	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230616NY063027774A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20220914NY089031194A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230504NY007027669B	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230427NY115183695A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230905NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231003NY037030546A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230921NY119100803A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230306NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231003NY087026051A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230905NY063027774A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230712NY059026778A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231115NY111029351A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231018NY029022136A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231010NY053021539A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230102NY071026522A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230914NY029022543A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230516NY065021385A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230710NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231106NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230905NY029095401A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231004NY007027669B	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231114NY065021385A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230913NY031021733A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231115NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221102NY075029106A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230516NY071026328A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231030NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230829NY029022543A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230709NY067030571A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20220914NY059026450A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20220913NY121021504A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20220914NY075029106A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231102NY059026620A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230905NY029025950B	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231128NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20220914NY015035742A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230516NY065030864A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230227NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231005NY119026697A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230709NY067027596A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20220914NY105022454A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230830NY073028401A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20221102NY057020290A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230508NY055028339A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230110NY059026778A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230104NY027149209A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231115NY015035742A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230606NY031021733A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230427NY065025780C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231113NY103020061A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230926NY119100803A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230103NY043020486A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230907NY007024414B	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230905NY029028410A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231115NY019026018A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230613NY023027561A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231024NY029026395B	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230711NY059026841A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230913NY035026042A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230926NY007024414C	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20220914NY095024201A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230928NY071027901A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221101NY071027901A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20220915NY115183695A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230709NY067027081A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20220913NY045025984B	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230228NY073021873A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230612NY055028339A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230620NY029022136A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231003NY037026514A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20220914NY079031356A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230109NY119026701A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221101NY093020516A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231024NY059026841A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221031NY035026042A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230403NY001026875C	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231017NY029095401A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230523NY059026450A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231024NY063027774A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230427NY057020290A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231115NY071022144A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230912NY063027774A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231024NY029025950B	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231101NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230926NY007027669B	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230111NY093020516A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230914NY101021431A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231017NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230206NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230919NY065036790A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230223NY083087971A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20220915NY039020389A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230831NY029027693A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231010NY065025780C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230117NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231012NY025029271A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20221102NY001026875A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230927NY009027162A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230913NY007027669B	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231004NY027026271A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230613NY059026620A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230829NY029025950B	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20221031NY031021733A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230907NY071027901A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230614NY055028339A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230516NY033029939A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231018NY029022543A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230418NY037026514A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230809NY033029939A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231107NY007027669B	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20231106NY053028525A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230515NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231018NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230329NY001026875C	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230615NY059026620A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230516NY111029351A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230911NY029028436A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231129NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231017NY015036986A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230904NY087270598A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230724NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20221102NY095024201A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230905NY029022136A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230829NY029026395C	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20230126NY071026310A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230109NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230904NY087028533A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230919NY063027979A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231107NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221031NY027026255A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230605NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231114NY111029351A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20230829NY029026395B	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231120NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230503NY075029106A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231122NY071026310B	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20231003NY073028401A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230427NY001025739A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230926NY101021431A	no_metadata	suny_buffalo	NA	NA	NA	NA	NA	no_metadata
20231115NY089031194A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20231017NY001022225A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20231025NY089236586A	no_metadata	suny_upstate	NA	NA	NA	NA	NA	no_metadata
20230913NY055028339A	no_metadata	u_of_rochester	NA	NA	NA	NA	NA	no_metadata
20230907NY071023680A	no_metadata	nymc	NA	NA	NA	NA	NA	no_metadata
20221101NY069025968A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230508NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230925NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230427NY113029050A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230103NY059026450A	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
20230918NY001026875C	no_metadata	wadsworth	NA	NA	NA	NA	NA	no_metadata
