"sample_collect_date","date_received","test_result_date","date_reported","sample_id","sw_id","site_id","pcr_lab","sars_pos","ct","sars2_copies_ml","hum_frac_mic_copies_ml","rec_eff_percent","sample_temp_f","sample_type","flow_rate","flow_rate_flag","quadrant_sample_id","withheld"
"2023-01-18","","2023-01-19","2023-06-27","20230118NY029095401A","36029NY0095401E024","NY029095401A","suny_buffalo",3,33.45,5706.855138,19438.68133,25,NA,"",19.3,"imputed","","Reported"
"2023-01-18","","2023-01-19","2023-06-27","20230118NY029026395C","36029NY0026395E021","NY029026395C","suny_buffalo",3,33.255,4145.824837,12502.9028,28,NA,"",2.81,"imputed","","Reported"
"2023-01-18","","2023-01-19","2023-06-27","20230118NY029026395B","36029NY0026395E022","NY029026395B","suny_buffalo",3,33.545,3696.011277,16006.78326,25,NA,"",13.87,"imputed","","Reported"
"2023-01-18","","2023-01-19","2023-06-27","20230118NY029028410A","36029NY0028410BU11","NY029028410A","suny_buffalo",3,33.185,4285.110687,9024.76374,25,NA,"",134,"imputed","","Reported"
"2023-01-18","","2023-01-18","2023-01-19","20230118NY037026514A","36037NY0026514GCWWI","NY037026514A","genesee_orleans_health",NA,NA,3,14.965,NA,NA,"",3.9,"","","Reported"
"2023-01-18","","2023-01-18","2023-01-19","20230118NY037030546A","36037NY0030546GCWWC","NY037030546A","genesee_orleans_health",NA,NA,5.975,39.975,NA,NA,"",0.47,"","","Reported"
"2023-01-18","","2023-01-24","2023-01-25","20230118NY103020061A","36103NY0020061SCWWY","NY103020061A","suny_stony_brook",NA,NA,31.733,NA,NA,NA,"",1.1,"imputed","","Reported"
"2023-01-18","","2023-01-24","2023-01-25","20230118NY103104809A","36103NY0104809SCWWA","NY103104809A","suny_stony_brook",NA,NA,93.83,NA,NA,NA,"",28.35,"","","Reported"
"2023-01-18","","2023-01-24","2023-01-25","20230118NY059026859A","36059NY0026859NCWWI","NY059026859A","suny_stony_brook",NA,NA,70.775,NA,NA,NA,"",59,"","","Reported"
"2023-01-19","2023-01-19","2023-01-20","2023-01-22","20230119NY053026956A","36053NY0026956MCWWC","NY053026956A","quadrant",3,31.62,39.2,502000,0.126,NA,"Composite",2.2,"imputed","WW-13397","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY027025976A","36027NY0025976DCWWG","NY027025976A","quadrant",3,32.3,24.8,1420,0.0143,NA,"Time-Weighted Composite",2.9,"","WW-13405","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY007024414B","36007NY0024414C002","NY007024414B","quadrant",3,33.05,15.4,229000,0.0306,NA,"Time-Weighted Composite",12.9,"","WW-13413","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY007024414C","36007NY0024414C003","NY007024414C","quadrant",3,32.15,27.7,264000,0.0583,NA,"Time-Weighted Composite",4.6,"","WW-13414","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY039020389A","36039NY0020389GCWWC","NY039020389A","quadrant",3,31.6,39.9,17600,0.0454,NA,"Time-Weighted Composite",0.771,"","WW-13401","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY077031151A","36077NY0031151001","NY077031151A","quadrant",3,30.81,67.6,164000,0.0621,NA,"Time-Weighted Composite",1.8,"imputed","WW-13399","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY101021431A","36101NY0021431SCWW4","NY101021431A","quadrant",3,35.29,NA,36400,0.0136,NA,"Time-Weighted Composite",0.539,"","WW-13409","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY101025721A","36101NY0025721SCWW1","NY101025721A","quadrant",3,32.72,19,414000,0.0838,NA,"Time-Weighted Composite",0.659,"","WW-13410","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY101023906A","36101NY0023906SCWW2","NY101023906A","quadrant",3,33.12,14.8,203000,0.1085,NA,"Time-Weighted Composite",0.792,"","WW-13411","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY025029271A","36025NY0029271DCWWE","NY025029271A","quadrant",3,34.02,7.98,186000,0.0687,NA,"Time-Weighted Composite",0.6809,"","WW-13398","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY105024520A","36105NY0024520SCWWT","NY105024520A","quadrant",3,33.83,9.22,150000,0.0331,NA,"Time-Weighted Composite",1.678,"","WW-13416","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY065025780B","36065NY0025780D018","NY065025780B","quadrant",3,32.41,23.1,148000,0.1012,NA,"Flow-Weighted Composite",15.75,"","WW-13402","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY065025780C","36065NY0025780D019","NY065025780C","quadrant",3,31.3,48.7,57600,0.0576,NA,"Flow-Weighted Composite",13.75,"","WW-13403","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY071031518A","36071NY0031518ORWW6","NY071031518A","quadrant",3,32.3,30.5,79000,0.0237,NA,"Grab",1.077,"","WW-13418","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY071023680A","36071NY0023680ORWW3","NY071023680A","quadrant",3,35.32,NA,29900,0.0462,NA,"Time-Weighted Composite",0.758,"","WW-13419","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY071026522A","36071NY0026522ORWW2","NY071026522A","quadrant",3,30.07,144,293000,0.1048,NA,"Time-Weighted Composite",1,"imputed","WW-13420","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY071026328A","36071NY0026328ORWW4","NY071026328A","quadrant",3,33.2,16.4,50600,0.0236,NA,"Time-Weighted Composite",5.02,"","WW-13421","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY071026310A","36071NY0026310NE01","NY071026310A","quadrant",3,NA,54,145000,0.0727,NA,"Composite",6.4,"","WW-13422","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY071027901A","36071NY0027901ORWW5","NY071027901A","quadrant",3,32.43,27.8,251000,0.0749,NA,"Time-Weighted Composite",4.35,"","WW-13423","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY089020818A","36089NY0020818SLWWF","NY089020818A","quadrant",3,39.66,NA,41900,0.0159,NA,"Time-Weighted Composite",1.64,"","WW-13407","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY087031895A","36087NY0031895RCWWF","NY087031895A","quadrant",3,32.45,27.5,143000,0.0401,NA,"Composite",20.96,"","WW-13417","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY093020516A","36093NY0020516SCWWB","NY093020516A","quadrant",3,31.9,33.6,83900,0.0394,NA,"Time-Weighted Composite",12.95,"","WW-13400","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY099033308A","36099NY0033308SCWWB","NY099033308A","quadrant",3,34.27,6.72,117000,0.0623,NA,"Time-Weighted Composite",1,"","WW-13408","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY055021610A","36055NY0021610MCWWD","NY055021610A","quadrant",3,31.23,51.1,181000,0.059,NA,"Flow-Weighted Composite",3.85,"","WW-13404","Reported"
"2023-01-19","2023-01-20","2023-01-20","2023-01-22","20230119NY115183695A","36115NY0183695WCWWC","NY115183695A","quadrant",3,33.08,14.7,298000,0.0938,NA,"Time-Weighted Composite",2.41,"","WW-13406","Reported"
"2023-01-19","","2023-01-24","2023-01-25","20230119NY103104809A","36103NY0104809SCWWA","NY103104809A","suny_stony_brook",NA,NA,179.742,NA,NA,NA,"",28.02,"","","Reported"
"2023-01-19","","2023-01-24","2023-01-25","20230119NY103079324A","36103NY0079324SCWWR","NY103079324A","suny_stony_brook",NA,NA,34.561,NA,NA,NA,"",1.267,"","","Reported"
"2023-01-19","","2023-01-24","2023-01-25","20230119NY103021750A","36103NY0021750SCWWV","NY103021750A","suny_stony_brook",NA,NA,8.243,NA,NA,NA,"",0.571,"","","Reported"
"2023-01-19","","2023-01-27","2023-02-01","20230119NY059026778A","36059NY0026778NCWWA","NY059026778A","suny_stony_brook",NA,NA,87.47,NA,NA,NA,"",2.141,"","","Reported"
"2023-01-19","","2023-01-27","2023-02-01","20230119NY059026999A","36059NY0026999NCWWE","NY059026999A","suny_stony_brook",NA,NA,21.2,NA,NA,NA,"",2.641,"","","Reported"
"2023-01-22","2023-01-23","2023-01-23","2023-01-24","20230122NY067027081A","36067NY0027081604","NY067027081A","quadrant",3,NA,90.3,69200,0.0084,NA,"Composite",67.2,"imputed","WW-13435","Reported"
"2023-01-22","2023-01-23","2023-01-23","2023-01-24","20230122NY067027618A","36067NY0027618601","NY067027618A","quadrant",3,NA,998,117000,0.0104,NA,"Composite",NA,"","WW-13436","Reported"
"2023-01-22","2023-01-23","2023-01-23","2023-01-24","20230122NY067027723A","36067NY0027723605","NY067027723A","quadrant",3,NA,67.1,78700,0.0074,NA,"Composite",NA,"","WW-13437","Reported"
"2023-01-22","2023-01-23","2023-01-23","2023-01-24","20230122NY067030571A","36067NY0030571617","NY067030571A","quadrant",3,NA,11,106000,7e-04,NA,"Composite",NA,"","WW-13439","Reported"
"2023-01-22","2023-01-23","2023-01-23","2023-01-24","20230122NY067027596A","36067NY0027596619","NY067027596A","quadrant",3,NA,69.6,203000,0.0118,NA,"Composite",NA,"","WW-13440","Reported"
"2023-01-22","2023-01-24","2023-01-24","2023-01-24","20230122NY055028339A","36055NY0028339000","NY055028339A","quadrant",3,34.28,11.2,49500,0.0091,NA,"Flow-Weighted Composite",90.25,"","WW-13450","Reported"
"2023-01-22","2023-01-24","2023-01-24","2023-01-24","20230122NY119108324A","36119NY0108324WCWWC","NY119108324A","quadrant",3,31.92,54.3,125000,0.0428,NA,"Flow-Weighted Composite",5.3,"","WW-13458","Reported"
"2023-01-22","2023-01-24","2023-01-24","2023-01-24","20230122NY119100803A","36119NY0100803WCWWA","NY119100803A","quadrant",3,34.17,12.3,387000,0.0379,NA,"Flow-Weighted Composite",6.69,"","WW-13459","Reported"
"2023-01-22","2023-01-24","2023-01-24","2023-01-24","20230122NY119026786A","36119NY0026786WCWWI","NY119026786A","quadrant",3,40.02,NA,77900,0.0081,NA,"Flow-Weighted Composite",4.9,"","WW-13456","Reported"
"2023-01-22","2023-01-24","2023-01-24","2023-01-24","20230122NY119026719A","36119NY0026719WCWWH","NY119026719A","quadrant",3,36.89,NA,18700,0.0024,NA,"Flow-Weighted Composite",3,"","WW-13455","Reported"
"2023-01-22","2023-01-24","2023-01-24","2023-01-24","20230122NY119026689A","36119NY0026689WCWWE","NY119026689A","quadrant",3,32.27,43.5,55800,0.0307,NA,"Flow-Weighted Composite",80,"","WW-13457","Reported"
"2023-01-22","2023-01-23","2023-01-23","2023-01-24","20230122NY067030317A","36067NY0030317606","NY067030317A","quadrant",1,NA,NA,724,0,NA,"Composite",NA,"","WW-13438","Withheld"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY047026212A","36047NY0026212NYCWWJ","NY047026212A","NYC",NA,NA,6.817644648,NA,NA,NA,"",85,"+2sd","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY081026158A","36081NY0026158NYCWWE","NY081026158A","NYC",NA,NA,10.12747323,NA,NA,NA,"",187,">capacity; +2sd","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY047026182A","36047NY0026182NYCWWK","NY047026182A","NYC",NA,NA,9.800438336,NA,NA,NA,"",123,">capacity","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY005026191A","36005NY0026191NYCWWC","NY005026191A","NYC",NA,NA,6.191318028,NA,NA,NA,"",212,">capacity; +2sd","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY081026115A","36081NY0026115NYCWWF","NY081026115A","NYC",NA,NA,13.30766556,NA,NA,NA,"",102,">capacity; +2sd","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY047026204A","36047NY0026204NYCWWG","NY047026204A","NYC",NA,NA,4.410559963,NA,NA,NA,"",396,">capacity; +2sd","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY061026247A","36061NY0026247NYCWWA","NY061026247A","NYC",NA,NA,3.438437564,NA,NA,NA,"",151,"","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY085026174A","36085NY0026174NYCWWM","NY085026174A","NYC",NA,NA,16.05750122,NA,NA,NA,"",33.9,"","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY047026166A","36047NY0026166NYCWWI","NY047026166A","NYC",NA,NA,5.449379127,NA,NA,NA,"",140,">capacity; +2sd","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY085026107A","36085NY0026107NYCWWN","NY085026107A","NYC",NA,NA,12.08489751,NA,NA,NA,"",47,"","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY047027073A","36047NY0027073NYCWWH","NY047027073A","NYC",NA,NA,4.957338887,NA,NA,NA,"",48,"+2sd","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY081026221A","36081NY0026221NYCWWL","NY081026221A","NYC",NA,NA,6.965121052,NA,NA,NA,"",22,"","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY081026239A","36081NY0026239NYCWWD","NY081026239A","NYC",NA,NA,3.85252327,NA,NA,NA,"",88,">capacity","","Reported"
"2023-01-22","","2023-01-23","2023-01-27","20230122NY061026131A","36061NY0026131NYCWWB","NY061026131A","NYC",NA,NA,2.221624077,NA,NA,NA,"",274,"","","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY045025984A","36045NY0025984WWPCA","NY045025984A","quadrant",3,NA,21.7,21200,0.0298,NA,"Composite",8.5,"imputed","WW-13453","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY045025984B","36045NY0025984WWPCB","NY045025984B","quadrant",3,NA,26.1,418000,0.0074,NA,"Composite",2,"imputed","WW-13454","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY035026042A","36035NY0026042FCWWD","NY035026042A","quadrant",2,39.17,NA,6090,6e-04,NA,"Time-Weighted Composite",5.861,"","WW-13449","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY043036528A","36043NY0036528HCWWE","NY043036528A","quadrant",3,34.67,9.25,36800,0.0177,NA,"Flow-Weighted Composite",3.5,"","WW-13445","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY055028231A","36055NY0028231006","NY055028231A","quadrant",3,33.87,15.8,620000,0.0261,NA,"Flow-Weighted Composite",19.1,"","WW-13451","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY019026018A","36019NY0026018CCWWE","NY019026018A","quadrant",3,32.66,33.4,1340,0.0052,NA,"Flow-Weighted Composite",7.14,"","WW-13447","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY027026255A","36027NY0026255DCWW1","NY027026255A","quadrant",3,33.83,15.1,148000,0.0195,NA,"Time-Weighted Composite",9.9,"","WW-13446","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY031021733A","36031NY0021733ECWWB","NY031021733A","quadrant",3,34.55,9.34,105000,0.0295,NA,"Grab",1.65,"","WW-13452","Reported"
"2023-01-23","2023-01-24","2023-01-24","2023-01-24","20230123NY113029050A","36113NY0029050001","NY113029050A","quadrant",3,32.95,27.6,64500,0.0382,NA,"Time-Weighted Composite",4.58,"","WW-13448","Reported"
"2023-01-23","2023-01-25","2023-01-25","2023-01-27","20230123NY119026701A","36119NY0026701WCWWG","NY119026701A","quadrant",3,32.49,21.6,83300,0.0558,NA,"Flow-Weighted Composite",15.1,"","WW-13495","Reported"
"2023-01-23","2023-01-25","2023-01-25","2023-01-27","20230123NY119026697A","36119NY0026697WCWWF","NY119026697A","quadrant",3,32.04,30.2,298000,0.0625,NA,"Flow-Weighted Composite",13.86,">capacity","WW-13498","Reported"
"2023-01-23","2023-01-25","2023-01-25","2023-01-27","20230123NY087031895A","36087NY0031895RCWWF","NY087031895A","quadrant",3,31.7,38.5,254000,0.0586,NA,"Composite",26.92,"","WW-13497","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY009027162A","36009NY0027162CCWWI","NY009027162A","suny_buffalo",3,34.56,1928.221026,212000.6318,32,NA,"",3,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY063026336A","36063NY0026336NCWWK","NY063026336A","suny_buffalo",3,36.43,781.4204624,59863.34807,17,NA,"",23.4,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY013027570A","36013NY0027570CCWWD","NY013027570A","suny_buffalo",3,35.01,1580.090614,155160.1121,21,NA,"",7,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY013027961A","36013NY0027961CCWWL","NY013027961A","suny_buffalo",3,34.68,2030.955311,88877.86177,21,NA,"",3.1,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY029025950B","36029NY0025950E020","NY029025950B","suny_buffalo",3,32.37,5325.380533,268070.787,35,NA,"",NA,"","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY029022543A","36029NY0022543E026","NY029022543A","suny_buffalo",3,33.68,2916.442779,164767.9892,25,NA,"",5.9,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY029022136A","36029NY0022136E025","NY029022136A","suny_buffalo",3,31.99,6403.277037,176660.1348,38,NA,"",3.3,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY029095401A","36029NY0095401E024","NY029095401A","suny_buffalo",3,31.91,6606.030121,357556.5063,36,NA,"",19.3,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY029026395C","36029NY0026395E021","NY029026395C","suny_buffalo",3,33.79,2741.927309,155243.6681,40,NA,"",2.81,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY029026395B","36029NY0026395E022","NY029026395B","suny_buffalo",3,32.93,4157.531389,92307.68297,21,NA,"",13.87,"imputed","","Reported"
"2023-01-23","","2023-01-24","2023-06-27","20230123NY029028410A","36029NY0028410BU11","NY029028410A","suny_buffalo",3,33.21,3585.404519,220046.1698,29,NA,"",134,"imputed","","Reported"
"2023-01-23","","2023-01-25","2023-01-25","20230123NY103104809A","36103NY0104809SCWWA","NY103104809A","suny_stony_brook",NA,NA,31.799,NA,NA,NA,"",29.36,"","","Reported"
"2023-01-23","","2023-01-25","2023-01-25","20230123NY103079324A","36103NY0079324SCWWR","NY103079324A","suny_stony_brook",NA,NA,60.509,NA,NA,NA,"",1.51,"","","Reported"
"2023-01-23","","2023-01-25","2023-01-25","20230123NY103021750A","36103NY0021750SCWWV","NY103021750A","suny_stony_brook",NA,NA,14.072,NA,NA,NA,"",0.607,"","","Reported"
"2023-01-23","","2023-01-25","2023-01-25","20230123NY059026999A","36059NY0026999NCWWE","NY059026999A","suny_stony_brook",NA,NA,30.167,NA,NA,NA,"",2.817,"","","Reported"
"2023-01-23","","2023-01-25","2023-01-25","20230123NY059026859A","36059NY0026859NCWWI","NY059026859A","suny_stony_brook",NA,NA,96.396,NA,NA,NA,"",60,"","","Reported"
"2023-01-23","","2023-01-25","2023-01-25","20230123NY059026450A","36059NY0026450NCWWH","NY059026450A","suny_stony_brook",NA,NA,130,NA,NA,NA,"",43.3,"","","Reported"
"2023-01-24","2023-01-24","2023-01-24","2023-01-25","20230124NY053026956A","36053NY0026956MCWWC","NY053026956A","quadrant",3,NA,102,140000,0.0684,NA,"Composite",2.2,"imputed","WW-13460","Reported"
"2023-01-24","2023-01-24","2023-01-24","2023-01-25","20230124NY053029807A","36053NY0029807MCWWE","NY053029807A","quadrant",3,NA,23.6,88100,0.0244,NA,"Time-Weighted Composite",1.99,">capacity","WW-13461","Reported"
"2023-01-24","2023-01-24","2023-01-24","2023-01-25","20230124NY053028525A","36053NY0028525001","NY053028525A","quadrant",3,NA,25.1,122000,0.0376,NA,"Time-Weighted Composite",0.73,"","WW-13462","Reported"
"2023-01-24","2023-01-24","2023-01-24","2023-01-25","20230124NY053021539A","36053NY0021539MCWWD","NY053021539A","quadrant",3,NA,93.4,226000,0.0529,NA,"Time-Weighted Composite",0.93,"","WW-13463","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY001025739A","36001NY0025739ACWWK","NY001025739A","quadrant",3,32.14,101,45800,0.0345,NA,"Time-Weighted Composite",5.33,"","WW-13468","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY007024414B","36007NY0024414C002","NY007024414B","quadrant",3,33.28,12.1,74300,0.078,NA,"Time-Weighted Composite",16.29,"","WW-13483","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY007024414C","36007NY0024414C003","NY007024414C","quadrant",3,32.3,24.7,84800,0.0914,NA,"Time-Weighted Composite",5.85,"","WW-13484","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY089236586A","36089NY0236586SLWWR","NY089236586A","quadrant",3,32.92,60.9,240000,0.0442,NA,"Time-Weighted Composite",0.85,"","WW-13469","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY011021903A","36011NY0021903CCWW1","NY011021903A","quadrant",3,NA,58.7,73400,0.0368,NA,"Time-Weighted Composite",9.59,"","WW-13465","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY101021431A","36101NY0021431SCWW4","NY101021431A","quadrant",3,35.95,7.07,6560,0.0043,NA,"Time-Weighted Composite",0.625,"","WW-13470","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY101025721A","36101NY0025721SCWW1","NY101025721A","quadrant",3,36.36,5.47,70800,0.0385,NA,"Time-Weighted Composite",1.027,"","WW-13471","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY101023906A","36101NY0023906SCWW2","NY101023906A","quadrant",3,35.5,9.66,129000,0.0249,NA,"Time-Weighted Composite",0.782,"","WW-13472","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY023027561A","36023NY0027561001","NY023027561A","quadrant",3,NA,27.6,206000,0.0443,NA,"Flow-Weighted Composite",8.766,"","WW-13466","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY033030376A","36033NY0030376FCWWC","NY033030376A","quadrant",3,34.21,6.09,408000,0.0937,NA,"Time-Weighted Composite",2.75,"","WW-13487","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY051030635A","36051NY0030635LCWWD","NY051030635A","quadrant",3,34.35,21.2,56900,0.012,NA,"Time-Weighted Composite",1.262,"","WW-13475","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY021022039A","36021NY0022039CCWWB","NY021022039A","quadrant",3,35.48,NA,4040,0.0453,NA,"Composite",6.06,">capacity; +2sd","WW-13486","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY105030074A","36105NY0030074SCWWH","NY105030074A","quadrant",3,31.71,38.7,207000,0.0518,NA,"Time-Weighted Composite",0.9,"imputed","WW-13488","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY051024384A","36051NY0024384LCWWJ","NY051024384A","quadrant",3,35.55,11.3,17500,0.0098,NA,"Time-Weighted Composite",1.346,"","WW-13473","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY117029475A","36117NY0029475WCWWE","NY117029475A","quadrant",3,34.89,15.6,225000,0.0214,NA,"Time-Weighted Composite",1.89,"+2sd","WW-13474","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY071026310A","36071NY0026310NE01","NY071026310A","quadrant",3,NA,19,119000,0.0591,NA,"Composite",6.8,"imputed","WW-13489","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY071024422A","36071NY0024422ORWWL","NY071024422A","quadrant",3,31.59,41.5,319000,0.0788,NA,"Time-Weighted Composite",2.8,"","WW-13490","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY071027901A","36071NY0027901ORWW5","NY071027901A","quadrant",3,32.84,16.7,232000,0.053,NA,"Time-Weighted Composite",7.81,">capacity","WW-13491","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY071031518A","36071NY0031518ORWW6","NY071031518A","quadrant",3,35.9,NA,39500,0.0569,NA,"",2.618,">capacity","WW-13492","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY071026328A","36071NY0026328ORWW4","NY071026328A","quadrant",3,32.64,19.4,71400,0.0422,NA,"Time-Weighted Composite",8,"","WW-13493","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY071023680A","36071NY0023680ORWW3","NY071023680A","quadrant",3,33.5,10.3,233000,0.0584,NA,"Time-Weighted Composite",1.003,">capacity","WW-13494","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY089020818A","36089NY0020818SLWWF","NY089020818A","quadrant",3,34.33,5.61,241000,0.0323,NA,"Composite",1.504,"","WW-13481","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY065030864A","36065NY0030864OCWWC","NY065030864A","quadrant",3,33.23,12.5,183000,0.0684,NA,"Flow-Weighted Composite",6.78,"","WW-13485","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-27","20230124NY087022748A","36087NY0022748RCWWA","NY087022748A","quadrant",3,32.54,20.7,76700,0.0417,NA,"Time-Weighted Composite",1.02,"","WW-13496","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY109020958A","36109NY0020958002","NY109020958A","quadrant",3,35.03,13.2,32600,0.0427,NA,"Time-Weighted Composite",3.5,">capacity; +2sd","WW-13478","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY055021610A","36055NY0021610MCWWD","NY055021610A","quadrant",3,34.84,15.7,58100,0.0095,NA,"Flow-Weighted Composite",4.1,"","WW-13476","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY027149209A","36027NY0149209DCWWI","NY027149209A","quadrant",3,32.12,102,135000,0.0419,NA,"Time-Weighted Composite",2.563,"","WW-13467","Reported"
"2023-01-24","2023-01-25","2023-01-25","2023-01-25","20230124NY033029939A","36033NY0029939FCWWA","NY033029939A","quadrant",3,31.03,219,251000,0.0431,NA,"Composite",1.03,"","WW-13480","Reported"
"2023-01-24","2023-01-26","2023-01-26","2023-01-27","20230124NY055028339A","36055NY0028339000","NY055028339A","quadrant",3,32.21,30.2,159000,0.0301,NA,"Flow-Weighted Composite",90.2,"","WW-13505","Reported"
"2023-01-24","2023-01-27","2023-01-27","2023-01-28","20230124NY031022187A","36031NY0022187ECWWC","NY031022187A","quadrant",3,30.74,85.4,878000,0.0593,NA,"Time-Weighted Composite",0.85,"","WW-13547","Reported"
"2023-01-24","2023-01-27","2023-01-27","2023-01-28","20230124NY093020516A","36093NY0020516SCWWB","NY093020516A","quadrant",3,NA,19.9,77300,0.0233,NA,"Time-Weighted Composite",14.65,"","WW-13544","Reported"
"2023-01-24","2023-01-31","2023-01-31","2023-02-01","20230124NY119026786A","36119NY0026786WCWWI","NY119026786A","quadrant",3,41.23,NA,42400,0.0054,NA,"Flow-Weighted Composite",5.6,"","WW-13595","Reported"
